Player,First Event Date,Latest Event Date,Latest JPAR Out,Total Events,Ave Weighted JPAR Contribution,Ave Competition Strength,12-Month Avg Completion Time
Gabriela Pretti Batista,11/16/2024,11/16/2024,1.316906558,1,0.75,0.8597844945,197.3684211
Maryann Pecar,2/8/2025,2/8/2025,1.317348944,1,0.5,0.869217981,107.75
Holly Larkin,10/12/2024,10/12/2024,1.317452551,1,0.5,0.7989872303,191.0828025
Thomas Sochia,11/16/2024,11/16/2024,1.317659436,1,0.75,0.8099387889,145.2784504
Vânia Pinto,6/29/2024,6/29/2024,1.319317429,1,0.75,0.9012923663,185.7585139
Mª Rosario Rojas Torralba,6/15/2024,6/15/2024,1.319592133,1,0.75,0.8884098359,183.3740831
Candace Hernandez,5/11/2024,6/1/2024,1.319758575,2,0.5,0.8252578033,94.80833333
Kate McCormick,4/20/2024,4/20/2024,1.31986692,1,0.5,0.8970621609,200
Angela Hall,8/30/2024,8/30/2024,1.320588206,1,0.5,1.058698114,125.05
Joeli Caparco,10/31/2024,10/31/2024,1.321198642,1,0.25,0.7759306018,120
Sarah Bavlsik,9/27/2024,9/27/2024,1.321599555,1,0.75,1.057734989,158.9166667
Emilie-Anne Nichols,2/21/2025,2/21/2025,1.322370972,1,0.5,0.9560858073,120.9333333
Tracey Coulter,9/1/2024,9/1/2024,1.32244011,1,0.25,0.8652834271,111.85
David Curto Cardenas,3/2/2024,3/2/2024,1.323156337,1,0.6666666667,1.000732225,187.7732074
Eman Hussein Sadek,7/20/2024,7/20/2024,1.323222835,1,0.75,#NUM!,295.5665025
Gwyneth Overton,1/4/2025,2/8/2025,1.323273209,2,0.25,0.8759026926,122.5916667
Karolina Bjers,3/9/2024,3/9/2024,1.323505808,1,0.75,0.6669417255,125
Kaci Boyle,1/4/2025,1/4/2025,1.324072947,1,0.25,0.8723914262,140.6
Kristin Rut Kristjansdottir,10/12/2024,10/12/2024,1.324119508,1,0.5,0.783371577,431.0344828
Uwe Waldvogel,9/19/2024,2/8/2025,1.324263117,2,0.75,0.8151362613,126.3966372
Rachel Taylor,10/26/2024,11/23/2024,1.324531055,2,0.5,0.8384459811,174.825
Dulce Alexandra Pereira,9/19/2024,9/19/2024,1.325130292,1,0.75,0.8208766593,118.833612
Sally Scoggins,1/27/2025,1/27/2025,1.325154541,1,0.25,0.8391706504,188.7666667
Rachel Wong,5/4/2024,1/11/2025,1.32650788,3,0.5,0.8556161336,136.8555556
Seran Chen,11/16/2024,11/16/2024,1.327300847,1,0.75,0.8099387889,146.3414634
Alison Satinoff,1/10/2025,1/10/2025,1.327402084,1,0.5,1.060508554,134.7666667
Katherine Miller,8/3/2024,8/3/2024,1.327573081,1,0.75,0.9129612063,161.7250674
Fernando Lobo Bailon,9/18/2024,9/18/2024,1.327887372,1,0.75,0.7845964089,148.5148515
Keila Larsen,9/7/2024,9/7/2024,1.328930559,1,0.75,0.9146474431,179.1044776
Pilar Fernández Alcocer,6/15/2024,1/25/2025,1.329217792,3,0.7,0.9023668281,162.9608461
Karine Cardona,9/18/2024,9/18/2024,1.329246356,1,0.75,0.8181767181,112.5
Sheri Mason,1/4/2025,1/4/2025,1.329252464,1,0.25,0.8723914262,141.15
Yann Lentz,9/19/2024,9/19/2024,1.329313196,1,0.75,0.7268214647,142.2955975
Bettina Kleinjan,7/3/2024,7/3/2024,1.329613425,1,0.25,0.8225784456,109.85
Nada Fouad,7/20/2024,7/20/2024,1.329773443,1,0.75,#NUM!,297.029703
Sara Hamdy,7/20/2024,7/20/2024,1.329773443,1,0.75,#NUM!,297.029703
Katherine Samiljan,9/27/2024,9/27/2024,1.329777255,1,0.75,1.057734989,159.9
Miriam Yamin,12/7/2024,12/7/2024,1.329819288,1,0.75,0.6626130003,144.7833333
Erik Tjong Kim Sang,2/8/2025,2/8/2025,1.329914819,1,0.75,0.828958652,122.6158038
Eva Strömgård,3/9/2024,3/9/2024,1.331636538,1,0.75,0.6661294073,130.7189542
Ellen Recker,10/12/2024,10/12/2024,1.331706577,1,0.75,0.7989872303,163.9344262
Francoise Guyot,5/4/2024,5/4/2024,1.331955117,1,0.75,0.9601581251,115.95
Kelly Grucelski,1/26/2025,1/26/2025,1.332328304,1,1,0.8124605919,146.05
Autumn Norman,1/26/2025,1/26/2025,1.332328304,1,1,0.8124605919,146.05
Michelle Lewandowski,6/21/2024,6/21/2024,1.332858625,1,0.5,0.9335207848,150.3759398
Vanesa Villarino Legaspi,2/23/2025,2/23/2025,1.33312404,1,0.75,0.9551746514,177.5147929
Mai Mase,9/19/2024,9/19/2024,1.333506613,1,0.75,0.7268214647,142.7444795
Luann Thompson,3/22/2024,2/1/2025,1.334510197,2,0.5,0.9001611304,131.200574
Elizabeth Huang,3/22/2024,3/22/2024,1.334579886,1,0.75,0.8680353545,141.8439716
Meggen Janes,10/5/2024,10/5/2024,1.334851481,1,0.5,0.8321617684,171
Janet Preston,12/7/2024,12/7/2024,1.335636386,1,0.75,0.6626130003,145.4166667
Carley Dix,1/4/2025,1/4/2025,1.336001532,1,0.25,0.8723914262,141.8666667
Stacy Santanello,8/10/2024,8/10/2024,1.336683725,1,0.75,0.8015661086,136.0544218
Iván Leonardo Lozada Barragán,1/2/2025,1/2/2025,1.33671879,1,0.75,0.8596302889,271.0843373
Asha Philip,3/9/2024,2/21/2025,1.337120959,13,0.296875,0.8693695103,130.9609356
Shawna Merkley,5/4/2024,5/4/2024,1.337315867,1,0.75,0.9601581251,116.4166667
Kirsi Vikman,5/18/2024,5/18/2024,1.338043117,1,0.75,0.8569796897,269.058296
Santiya Bell,10/4/2024,10/4/2024,1.338437965,1,0.5,0.868085576,120.9833333
Zsuzsanna Kantor,10/13/2024,10/13/2024,1.338601492,1,0.25,0.7737911418,120
Sofia,10/13/2024,10/13/2024,1.338601492,1,0.25,0.7737911418,120
Joeli,10/13/2024,10/13/2024,1.338601492,1,0.25,0.7737911418,120
Claudia Baum,10/13/2024,10/13/2024,1.338601492,1,0.25,0.7737911418,120
Réka Ecser,9/18/2024,9/18/2024,1.33913135,1,0.75,0.8342361674,103.926097
Begoña Junquera García,3/16/2024,6/15/2024,1.339399973,2,0.75,0.921097213,222.5939269
Holly Sawyer,9/27/2024,9/27/2024,1.339760083,1,0.75,0.9780611622,148.5
Ana Margarida Avelino,6/29/2024,6/29/2024,1.340061413,1,0.75,0.9012923663,188.6792453
John Corcoran,3/9/2024,2/8/2025,1.340259022,5,0.3,0.9039215166,124.3733333
Denice Michel,3/9/2024,3/9/2024,1.340397304,1,0.75,0.6661294073,131.5789474
Xavier Sanuy Morell,9/18/2024,9/18/2024,1.341166245,1,0.75,0.7845964089,150
Francisco Joaquín Jiménez González,3/23/2024,1/18/2025,1.342368425,6,0.75,0.8170196391,209.8777101
Christine R. Thomsen,5/8/2024,10/1/2024,1.342477568,3,0.3333333333,0.8219493315,106.6944444
Mª Jesús Riaño Irazábal,6/15/2024,6/15/2024,1.342570106,1,0.75,0.8884098359,186.5671642
Marta Bilinska,9/18/2024,9/18/2024,1.342673087,1,0.75,0.8181767181,113.6363636
Tara Hung,7/27/2024,7/27/2024,1.343048563,1,0.5833333333,0.8315182325,97.81666667
Aliaa Ibrahim Hassan,7/20/2024,7/20/2024,1.343071177,1,0.75,#NUM!,300
Tara Mills,10/26/2024,2/8/2025,1.343858709,5,0.25,0.8620975077,110.8066667
Malla Stork,5/18/2024,5/18/2024,1.344070339,1,0.75,0.8569796897,270.2702703
Alexandre Sousa,6/29/2024,6/29/2024,1.344288736,1,0.75,0.9012923663,189.2744479
Anastasiya Škrabl,11/23/2024,11/23/2024,1.344949959,1,0.75,0.7202376004,145.631068
Csilla Domotor,5/8/2024,5/8/2024,1.345156836,1,0.25,0.7517588293,97.85
Johan Aires Rastén,11/4/2024,11/4/2024,1.345201025,1,0.25,0.7571914217,115.4
Allyson Haim,3/9/2024,2/8/2025,1.345919349,11,0.2916666667,0.8498227013,122.3636364
Helena Santos,9/19/2024,9/19/2024,1.346247122,1,0.75,0.7268214647,144.1082803
Karolis Mikalauskas,9/19/2024,9/19/2024,1.346247122,1,0.75,0.7268214647,144.1082803
Jenni Craig,12/7/2024,12/7/2024,1.346505175,1,0.75,0.6626130003,146.6
David Tiensvold,4/20/2024,4/20/2024,1.34680298,1,0.5,0.8970621609,204.0816327
Shayla Jones,3/22/2024,2/1/2025,1.349409707,2,0.6,0.8867854262,162.5480308
Rafael Moczalla,10/5/2024,10/5/2024,1.349711,1,0.75,0.6850588247,255.6818182
Yinglei Cai,9/18/2024,9/18/2024,1.350167361,1,0.75,0.7845964089,151.0067114
Kirstik,5/8/2024,5/8/2024,1.350197451,1,0.25,0.7517588293,98.21666667
Hugo Van Bree,9/19/2024,9/19/2024,1.350548231,1,0.75,0.7268214647,144.5686901
Amber Nava,2/1/2025,2/1/2025,1.351111646,1,0.5,0.9322869062,164.8351648
Elaine Brenner,9/27/2024,9/27/2024,1.351690702,1,0.75,0.7897484647,160
Andrei Radu,5/4/2024,5/4/2024,1.352249388,1,0.75,0.9601581251,117.7166667
Eleanor Dods,12/7/2024,12/7/2024,1.352322274,1,0.75,0.6626130003,147.2333333
Erika Dos Anjos,10/19/2024,10/19/2024,1.352322706,1,0.75,1.011170548,193.7984496
Valerie Webber,1/26/2025,1/26/2025,1.352397611,1,1,0.8124605919,148.25
María Ximena Méndez,1/2/2025,1/2/2025,1.353020239,1,0.75,0.8596302889,274.3902439
Ewa Pawlak,12/7/2024,12/7/2024,1.353700007,1,0.75,0.6626130003,147.3833333
Emily Landgraf,1/10/2025,1/10/2025,1.353825553,1,0.5,0.935503624,126.8166667
Hikaru Kaneko,6/13/2024,6/13/2024,1.353889031,1,0.25,0.7713371701,115.8666667
Caroline Frederiksen,6/1/2024,6/1/2024,1.354894468,1,0.75,0.7426757369,133.9285714
Fadwa Hosny,7/20/2024,7/20/2024,1.356637553,1,0.75,#NUM!,303.030303
Amira Gaafar,7/20/2024,7/20/2024,1.356637553,1,0.75,#NUM!,303.030303
Daniella van Weringh,6/1/2024,6/1/2024,1.356931108,1,0.5,0.942260319,158.35
Jason Fox,11/16/2024,11/16/2024,1.357090641,1,0.75,0.8099387889,149.6259352
Jane Olesen,6/1/2024,6/1/2024,1.357925552,1,0.75,0.7426757369,134.2281879
Kerenza Beard,12/7/2024,12/7/2024,1.358292453,1,0.75,0.6626130003,147.8833333
Lena Mödder,2/8/2025,2/8/2025,1.358316929,1,0.75,0.7465409582,137.195122
Gretchen Jacobs,5/4/2024,2/21/2025,1.358385059,3,0.4166666667,0.8760581025,129.9739186
Jupiter Haehn,12/7/2024,12/7/2024,1.35890478,1,0.75,0.6626130003,147.95
Catherine Primeau,9/19/2024,10/19/2024,1.359237961,2,0.5,0.7650262592,133.1244589
Simla Uygaç,9/18/2024,9/18/2024,1.359290113,1,0.75,0.7845964089,152.027027
María Luisa Foz Baldiz,6/15/2024,6/15/2024,1.359479049,1,0.75,0.8884098359,188.9168766
Narumi Sunahara,12/7/2024,12/7/2024,1.361110744,1,0.75,0.9371907605,208.913649
Elena Guillén García,2/23/2025,2/23/2025,1.361316995,1,0.75,0.9551746514,181.2688822
Mitali Mali,8/10/2024,8/10/2024,1.36137996,1,0.75,0.8015661086,138.5681293
Brandon Schroeder,10/12/2024,10/12/2024,1.361465383,1,0.75,0.7989872303,167.5977654
Carolin Krajewski,7/2/2024,7/2/2024,1.361491277,1,0.25,0.8148242623,111.7666667
Pavitra Chari,8/3/2024,8/10/2024,1.361932779,2,0.75,0.8572636575,152.7800161
Sarah Carmona-Halim,3/22/2024,3/22/2024,1.362260902,1,0.75,0.8236432317,160.8579088
Michaela Carney,5/4/2024,5/4/2024,1.362779434,1,0.75,0.9601581251,118.6333333
Nicole McVey,2/1/2025,2/1/2025,1.366123997,1,0.5,0.9322869062,166.6666667
Kristina Münzer,2/8/2025,2/8/2025,1.366168481,1,0.75,0.7713452224,134.3283582
Taylor Tyus,3/2/2024,3/2/2024,1.366251184,1,0.75,0.8839034244,133.037694
Elizabeth May,3/22/2024,11/16/2024,1.366343321,2,0.5833333333,0.8167910103,142.7125506
Brigitte Robert,4/13/2024,6/1/2024,1.367714593,2,0.5,0.9000349491,163.6166667
Kathy Higgins,1/26/2025,1/26/2025,1.368817953,1,1,0.8124605919,150.05
Ana Izquierdo Sánchez,1/25/2025,1/25/2025,1.369198871,1,0.75,0.9231612522,201.0723861
Rubén Vicente Morales Disz,10/19/2024,10/19/2024,1.37006653,1,0.75,0.8700929666,267.8571429
Jordi Marco Terraes,5/11/2024,2/8/2025,1.370746582,4,0.75,0.8029224946,242.2630607
Claudia Smith,9/27/2024,9/27/2024,1.370804363,1,0.75,1.057734989,164.8333333
Terese Törnblom,3/9/2024,3/9/2024,1.372101053,1,0.75,0.6669417255,129.5896328
Claudia Müller,10/5/2024,10/5/2024,1.373116393,1,0.75,0.6850588247,260.1156069
Desamparados Belenguer Pérez,5/11/2024,5/11/2024,1.373445252,1,0.75,0.7309947364,260.8695652
Valerie Espinosa,2/1/2025,2/1/2025,1.373755975,1,0.5,0.9322869062,167.5977654
Vanesa Vega Dorado,2/8/2025,2/8/2025,1.374373697,1,0.75,0.7713452224,135.1351351
Felix Spenrath,2/8/2025,2/8/2025,1.375086274,1,0.75,0.7465409582,138.8888889
Wei Ling Lee,2/8/2025,2/8/2025,1.375422331,1,0.5,0.869217981,112.5
Cally Robertson,12/7/2024,12/7/2024,1.37589683,1,0.75,0.6626130003,149.8
Lidia Cortés Revilla,6/15/2024,6/15/2024,1.376819343,1,0.75,0.8884098359,191.3265306
Julie Satterfield,10/26/2024,2/21/2025,1.377156702,2,0.375,0.9159729842,124.925
Saturnino González Rodríguez,6/15/2024,6/15/2024,1.377323763,1,0.6666666667,0.8884098359,219.2982456
Diana Johnston,6/1/2024,6/1/2024,1.379105816,1,0.25,0.8471714519,119.6666667
Chrystelle Moriceau,9/18/2024,9/18/2024,1.380580654,1,0.75,0.8342361674,107.1428571
Jaana Määttä,5/18/2024,5/18/2024,1.381405626,1,0.75,0.8569796897,277.7777778
Louise Spratling,7/20/2024,7/20/2024,1.381435066,1,0.75,0.82879534,162.8333333
Jörn De Haan,2/8/2025,2/8/2025,1.382659316,1,0.75,0.828958652,127.4787535
Rehab Mohamed Mohamed Hamed,7/20/2024,7/20/2024,1.384609461,1,0.75,#NUM!,309.2783505
Kelsey Whitlock,1/4/2025,1/10/2025,1.386408406,2,0.375,0.8994456903,129.65
Melissa González,1/2/2025,1/2/2025,1.386845744,1,0.75,0.8596302889,281.25
Anastasia Kazaki,2/8/2025,2/8/2025,1.386868004,1,0.75,0.7713452224,136.3636364
Cassidy Ellis,9/7/2024,9/7/2024,1.386890147,1,0.75,0.9146474431,186.9158879
Stephanie Pringle,3/22/2024,3/22/2024,1.387061606,1,0.75,0.7802102277,149.5817615
Kirsten Mazzeo,12/7/2024,12/7/2024,1.387377945,1,0.75,0.6626130003,151.05
Juan Gerardo Medina Macias,9/19/2024,10/19/2024,1.388791576,2,0.75,0.9062422092,150.4270186
Julia Inés Forero Torres,7/26/2024,7/26/2024,1.38990805,1,0.75,#NUM!,238.0952381
Marina Menardi,9/19/2024,9/19/2024,1.390531567,1,0.75,0.7268214647,148.8486842
Alexandre Mena E Silva,9/18/2024,9/18/2024,1.391069497,1,0.75,0.8373378077,114.134097
Amira Omar,7/20/2024,7/20/2024,1.391783604,1,0.75,#NUM!,310.880829
Nayara De Lima Alves,10/19/2024,10/19/2024,1.391885338,1,0.75,1.011170548,199.4680851
Sara Wells,2/1/2025,2/1/2025,1.392078118,1,0.625,0.886756468,159.1007233
Jana Stockmann,2/8/2025,2/8/2025,1.392274853,1,0.75,0.7465409582,140.625
Shara Taylor,2/8/2025,2/8/2025,1.392873167,1,0.25,0.830304219,92.73333333
Jessica Lenzi,9/18/2024,9/18/2024,1.393855467,1,0.75,0.8342361674,108.1730769
Michaela Thompson,10/4/2024,10/26/2024,1.395556003,2,0.375,0.909170881,136.9416667
Alejandro García Nogueiras,9/18/2024,9/18/2024,1.396475476,1,0.75,0.8349054011,148.805639
Maddie Petersen,1/26/2025,1/26/2025,1.39664131,1,1,0.8124605919,153.1
Jill Strange,2/1/2025,2/1/2025,1.39717227,1,0.5,0.9322869062,170.4545455
Mauricio Antonio Bohada Cárdenas,7/26/2024,1/2/2025,1.397727682,2,0.75,#NUM!,272.0826473
Sara Muhammad,7/20/2024,7/20/2024,1.399032477,1,0.75,#NUM!,312.5
Ariana Berkowitz,4/20/2024,4/20/2024,1.399152212,1,0.5,0.8970621609,212.0141343
Carla Cordeiro,6/29/2024,6/29/2024,1.401774768,1,0.75,0.9012923663,197.3684211
Arne Duelund Nielsen,6/1/2024,6/1/2024,1.40205693,1,0.75,0.6873398164,153.8461538
Andrew Moy,8/10/2024,8/10/2024,1.403517911,1,0.75,0.8015661086,142.8571429
Gyongyi Peterfia,9/19/2024,9/19/2024,1.405113485,1,0.75,0.8013138705,118.1102362
Chalese Davis,1/4/2025,1/4/2025,1.405532627,1,0.25,0.8723914262,149.25
Klára,10/31/2024,10/31/2024,1.405752818,1,0.25,0.7990257211,120
Lawrence Evalyn,8/3/2024,8/3/2024,1.407227466,1,0.75,0.9129612063,171.4285714
Lindsey Decot,10/4/2024,2/21/2025,1.40727722,3,0.4166666667,0.9239886952,140.2944444
Charline Roth,11/23/2024,11/23/2024,1.407799282,1,0.25,0.8802751288,129.6666667
Ana Filipa Salgado,9/18/2024,9/18/2024,1.408906618,1,0.75,0.7841049796,159.5644887
Sheila Kirkby,9/28/2024,9/28/2024,1.409676797,1,0.5,1.091856767,133.3166667
Carsten Schweinar,2/8/2025,2/8/2025,1.409898585,1,0.75,0.7465409582,142.4050633
Megan McDonough,9/27/2024,2/8/2025,1.410049031,2,0.5,0.9041826906,126.4333333
Dolores García Cruz,6/15/2024,12/28/2024,1.411576119,3,0.7,0.9422417008,179.7890507
Marcela Díaz,9/18/2024,9/18/2024,1.411753942,1,0.75,0.7845964089,157.8947368
John Pringle,3/22/2024,3/22/2024,1.411875682,1,0.75,0.8118102831,170.571807
Wing Wu,4/13/2024,4/13/2024,1.412760267,1,0.5,0.9527046955,145.625
Courtney Wong,11/16/2024,11/16/2024,1.413489213,1,0.75,0.8099387889,155.8441558
Matthew Kilbourn,8/10/2024,8/10/2024,1.413615163,1,0.75,0.8015661086,143.8848921
Suha Mohamed Aboul Yazeed,7/20/2024,7/20/2024,1.413759134,1,0.75,#NUM!,315.7894737
Alison Burton,9/19/2024,9/19/2024,1.413784603,1,0.75,0.7268214647,151.3377926
Austėja Šostakaitė,9/18/2024,9/18/2024,1.414253352,1,0.75,0.8342361674,109.7560976
Jessica Scheideler,3/22/2024,3/22/2024,1.416191497,1,0.4166666667,0.8431664889,144.958156
Marius Tamošiūnas,9/18/2024,9/18/2024,1.417748219,1,0.75,0.9400520473,156.2575356
Saga Melander,3/9/2024,3/9/2024,1.418041937,1,0.75,0.6669417255,133.9285714
Johanne Lithetha Kartveit,9/19/2024,9/19/2024,1.418528847,1,0.75,0.7268214647,151.8456376
Sachiko Oba,9/19/2024,9/19/2024,1.418528847,1,0.75,0.7268214647,151.8456376
Jenni Won,8/3/2024,8/3/2024,1.419393698,1,0.75,0.9129612063,172.9106628
Deanna Gelke,7/13/2024,7/13/2024,1.420525814,1,0.75,0.9564815336,137.2997712
Lise-Lott Johansson,3/9/2024,3/9/2024,1.42121429,1,0.75,0.6669417255,134.2281879
Karolin Schmidt,9/19/2024,9/19/2024,1.421364,1,0.75,0.8167563493,169.8113208
Stefan Hoberg,3/9/2024,3/9/2024,1.421444583,1,0.75,0.6661294073,139.5348837
Ann Yearbury,7/20/2024,7/20/2024,1.421591418,1,0.75,0.82879534,167.5666667
Hailey Markman,3/22/2024,3/22/2024,1.422795167,1,0.75,0.8868433426,198.6754967
Katharina Dodt,2/8/2025,2/8/2025,1.422970083,1,0.75,0.828958652,131.1953353
Marie-Eve Leger,12/7/2024,12/7/2024,1.423071026,1,0.5,0.7871693067,135
Alberto González de la Fuente,9/19/2024,9/19/2024,1.423305038,1,0.75,0.7268214647,152.3569024
Judy Bikas,5/4/2024,5/4/2024,1.424048322,1,0.75,0.9601581251,123.9669421
Matthias Voigt,9/19/2024,9/19/2024,1.425042842,1,0.75,0.8139989481,103.59375
Carrie Joines,1/26/2025,1/26/2025,1.42674527,1,1,0.8124605919,156.4
Linnea Johansson,3/9/2024,3/9/2024,1.428086847,1,0.75,0.6661294073,140.1869159
Khanh-Linh Tran,3/9/2024,3/9/2024,1.428086847,1,0.75,0.6661294073,140.1869159
Annette Brice,7/20/2024,7/20/2024,1.428237012,1,0.75,0.82879534,168.35
Aya Mohamed Mahmoud,7/20/2024,7/20/2024,1.428799125,1,0.75,#NUM!,319.1489362
Kristyn Calhoun-Ray,9/14/2024,9/14/2024,1.428835993,1,0.5,0.8469665926,139.6666667
Ever Capps,1/10/2025,1/10/2025,1.42941704,1,0.5,0.9264999543,131.2833333
Russell Delaney,2/1/2025,2/1/2025,1.429664649,1,0.5,0.9322869062,174.4186047
Allison Delottinville,10/26/2024,10/26/2024,1.43027081,1,0.5,0.8327893755,136.75
Ronja Funk,2/8/2025,2/8/2025,1.431315949,1,0.75,0.828958652,131.9648094
Nancy Ockers,8/3/2024,8/3/2024,1.431772131,1,0.75,0.9129612063,174.4186047
Nathalie Besnard,9/18/2024,9/18/2024,1.43314971,1,0.75,0.8181767181,121.2938005
Bettina Gelderland,9/8/2024,9/8/2024,1.433577394,1,0.5,0.8685996291,108.8
Jennifer Newberg,10/12/2024,1/26/2025,1.433805344,2,0.875,0.8057239111,168.125
Heather Harris,8/10/2024,2/8/2025,1.435213026,6,0.5,0.9110869215,133.8862045
Sarah W.,5/8/2024,5/8/2024,1.436117024,1,0.25,0.7517588293,104.4666667
Eman Abdelmonem Elrity,7/20/2024,7/20/2024,1.436439762,1,0.75,#NUM!,320.855615
Katharina Huber,9/19/2024,2/8/2025,1.436712602,2,0.75,0.7490833435,145.6764389
Joseph Endicott,9/19/2024,9/19/2024,1.43763916,1,0.75,0.8167563493,171.7557252
Jessica Wynn,9/27/2024,9/27/2024,1.438720858,1,0.75,1.057734989,173
Sylvia Schönfelder,2/8/2025,2/8/2025,1.439202645,1,0.75,0.7713452224,141.509434
Martina Adam,10/5/2024,10/5/2024,1.439691733,1,0.75,0.6850588247,272.7272727
Julia Lachnitt,10/12/2024,10/12/2024,1.439979965,1,0.5,0.783371577,468.75
Denise Leonard,3/22/2024,3/22/2024,1.440120642,1,0.75,0.8680353545,153.0612245
Rainer Zack,2/8/2025,2/8/2025,1.441838035,1,0.75,0.7465409582,145.631068
Ilaria Cardile,9/18/2024,9/18/2024,1.442114242,1,0.75,0.7845964089,161.2903226
Rachel Starr,12/7/2024,12/7/2024,1.442334216,1,0.75,0.6626130003,157.0333333
Amy Hernandez,11/16/2024,11/16/2024,1.44348368,1,0.75,0.8099387889,159.1511936
Wilson Hui,7/27/2024,7/27/2024,1.444139212,1,0.75,0.8315182325,112.5333333
T Shibaski,12/7/2024,12/7/2024,1.445676796,1,0.75,0.9371907605,221.8934911
Connie Mangilin,8/10/2024,11/2/2024,1.44651877,5,0.75,0.8596877635,169.4352857
Susanne Thompson,5/11/2024,5/11/2024,1.447969261,1,0.25,0.8636024873,131.4583333
Meg McCormick,4/20/2024,4/20/2024,1.450403209,1,0.5,0.8970621609,219.7802198
Elisa Blaser,2/8/2025,2/8/2025,1.451231117,1,0.75,0.7465409582,146.5798046
Jennifer Corona,3/22/2024,3/22/2024,1.451635609,1,0.75,0.8868433426,202.7027027
Noha Emam Sayed,7/20/2024,7/20/2024,1.451968841,1,0.75,#NUM!,324.3243243
Michael Berumen,9/18/2024,9/18/2024,1.452728258,1,0.75,0.8181767181,122.9508197
Lisa Moskowitz,3/9/2024,3/9/2024,1.453077799,1,0.25,0.8588174715,161.4666667
Ivonne Chávez,10/19/2024,10/19/2024,1.453746909,1,0.75,1.011170548,208.3333333
Salvador Puchades Barreda,5/11/2024,11/23/2024,1.454863649,2,0.75,0.7707928859,258.6674379
Ellie Bretherton,7/20/2024,7/20/2024,1.456374737,1,0.75,0.82879534,171.6666667
Jenny Tatiana Cobos Guzman,2/22/2025,2/22/2025,1.456697911,1,0.5,0.8979381748,113.05
Jennifer Benn,11/9/2024,2/8/2025,1.456857769,2,0.3125,0.8367734728,112.4222222
Ronald Spahlinger,9/19/2024,2/8/2025,1.458612376,2,0.75,0.7863295465,135.1850533
Jose Salinas,9/27/2024,2/8/2025,1.461317979,5,0.45,0.932991084,132.5366667
Aaron Langston,5/11/2024,2/8/2025,1.46168332,6,0.375,0.8625656947,146.3546784
Carlo Paje,12/7/2024,12/7/2024,1.461928652,1,0.75,0.6626130003,159.1666667
Luz Marina Sepulveda Moncada,9/19/2024,1/2/2025,1.46261941,2,0.75,0.7932258768,305.6266305
Ibai Leránoz Buzunsriz,6/15/2024,6/15/2024,1.462637351,1,0.75,0.8884098359,203.2520325
Stacy Codner,9/7/2024,9/7/2024,1.464446504,1,0.75,0.9146474431,197.3684211
Gloria Johnston,6/21/2024,2/8/2025,1.464566067,9,0.4166666667,0.8703937567,144.8638865
Amanda Williams,10/19/2024,11/9/2024,1.467679419,2,0.375,0.8582038289,119.025
Ieva Razhas,3/9/2024,2/8/2025,1.467900914,7,0.3214285714,0.8547151429,146.8924067
Nina Hanssens,9/18/2024,9/18/2024,1.468430196,1,0.75,0.7845964089,164.2335766
Patrick O'Mara,4/20/2024,4/20/2024,1.468703458,1,0.375,0.8154465397,217.2165846
Vicky Soler,6/21/2024,6/21/2024,1.469090031,1,0.5,0.9335207848,165.7458564
Dave Harris,2/8/2025,2/8/2025,1.469225847,1,0.25,0.830304219,97.81666667
Hilde Storbakken,6/8/2024,6/8/2024,1.469384386,1,0.75,0.8463480512,164.3835616
Florian Rinklin,2/8/2025,2/8/2025,1.470389283,1,0.75,0.7465409582,148.5148515
Kristin Ramsay,3/22/2024,7/13/2024,1.470580214,2,0.75,0.9122584441,146.4568041
Amanda Barnard,3/2/2024,3/2/2024,1.47059495,1,0.75,0.8839034244,143.1980907
Raquel Fernández García,6/15/2024,6/15/2024,1.470608126,1,0.75,0.8884098359,204.359673
Jacquelynn Baker,9/18/2024,9/18/2024,1.475429706,1,0.75,0.8342361674,114.5038168
Jordi Blanch Tordera,10/19/2024,10/19/2024,1.475456263,1,0.75,0.8700929666,288.4615385
Davide Gazzotti,9/19/2024,9/19/2024,1.477103764,1,0.75,0.8167563493,176.4705882
Mikako Ichiyasu,12/7/2024,12/7/2024,1.477182862,1,0.5,0.7871693067,140.1333333
Ana Guillén García,2/23/2025,2/23/2025,1.47736369,1,0.75,0.9551746514,196.7213115
Irene Sánchez Vaquero,6/15/2024,6/15/2024,1.478666253,1,0.75,0.8884098359,205.4794521
Dana Humberson,8/30/2024,8/30/2024,1.478851303,1,0.5,0.86595886,149.4
Martha Georgina Téllez Carbajal,1/2/2025,1/2/2025,1.479302127,1,0.75,0.8596302889,300
Luisa Isabel Palacio Bustamante,1/2/2025,1/2/2025,1.479302127,1,0.75,0.8596302889,300
Pedro Afonso,6/29/2024,6/29/2024,1.479651144,1,0.75,0.9012923663,208.3333333
Anne Malone,6/1/2024,6/1/2024,1.479945726,1,0.25,0.8471714519,128.4166667
Kathryn Meadows,7/20/2024,7/20/2024,1.480553386,1,0.75,0.82879534,174.5166667
Lorelei Marquardt,3/22/2024,7/13/2024,1.480608718,2,0.75,0.8900623826,157.778865
Natalie Young,10/18/2024,10/18/2024,1.480818697,1,0.75,1.130100566,151.3166667
Kim Mendenhall,6/8/2024,2/8/2025,1.481658393,7,0.25,0.8574443243,133.3785714
Annamaria Velden,2/8/2025,2/9/2025,1.482102299,2,0.75,0.722572025,146.3646444
